City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
262,Cape Town,ZA,-33.9258,18.4232,71.11,73,0,1.01,clear sky,2022-02-06 03:38:59
263,Shirokiy,RU,49.758,129.523,1.22,83,67,6.35,broken clouds,2022-02-06 03:38:59
264,Puerto Narino,CO,-3.7703,-70.3831,75.15,97,100,2.66,overcast clouds,2022-02-06 03:39:00
265,Hilo,US,19.7297,-155.09,76.73,76,20,6.91,few clouds,2022-02-06 03:35:26
266,Upernavik,GL,72.7868,-56.1549,-1.59,98,100,3.67,overcast clouds,2022-02-06 03:39:00
267,Esmeraldas,BR,-19.7625,-44.3139,70.11,96,100,1.99,overcast clouds,2022-02-06 03:39:01
268,Cabo San Lucas,MX,22.8909,-109.9124,66.51,56,0,3.0,clear sky,2022-02-06 03:39:01
269,Erding,DE,48.306,11.9069,36.81,81,0,8.05,clear sky,2022-02-06 03:39:02
270,San Juan De Los Lagos,MX,21.25,-102.3,63.7,38,10,3.6,clear sky,2022-02-06 03:39:03
271,Huarmey,PE,-10.0681,-78.1522,70.48,84,84,8.12,broken clouds,2022-02-06 03:39:03
272,Margate,GB,51.3813,1.3862,50.31,78,100,8.99,overcast clouds,2022-02-06 03:39:04
273,Ergani,TR,38.2653,39.7621,25.52,83,50,6.08,scattered clouds,2022-02-06 03:40:04
274,Tuatapere,NZ,-46.1333,167.6833,57.81,48,25,7.99,scattered clouds,2022-02-06 03:40:04
275,Dukstas,LT,55.5333,26.3333,32.02,97,100,11.5,light snow,2022-02-06 03:40:05
276,Cairns,AU,-16.9167,145.7667,88.29,74,75,8.05,broken clouds,2022-02-06 03:40:05
277,Morro Bay,US,35.3658,-120.8499,57.76,61,50,8.41,scattered clouds,2022-02-06 03:39:46
278,Tual,ID,-5.6667,132.75,83.53,73,87,8.52,overcast clouds,2022-02-06 03:40:06
279,Traverse City,US,44.7631,-85.6206,23.74,68,99,5.99,overcast clouds,2022-02-06 03:39:07
280,Lata,PT,40.1629,-8.3327,48.06,70,0,5.53,clear sky,2022-02-06 03:40:07
281,Buala,SB,-8.145,159.5921,86.27,71,90,8.97,light rain,2022-02-06 03:40:07
282,Tiksi,RU,71.6872,128.8694,-22.77,98,99,5.7,overcast clouds,2022-02-06 03:40:08
283,Lazaro Cardenas,MX,17.9583,-102.2,72.81,78,0,4.03,clear sky,2022-02-06 03:40:08
284,Roma,US,43.2128,-75.4557,1.26,80,0,0.0,clear sky,2022-02-06 03:40:09
285,Ekhabi,RU,53.5102,142.9671,3.13,88,100,20.54,overcast clouds,2022-02-06 03:40:09
286,Grand Forks,US,47.9417,-97.4337,8.53,85,100,10.36,overcast clouds,2022-02-06 03:40:10
287,Constitucion,CL,-35.3333,-72.4167,61.88,64,0,8.21,clear sky,2022-02-06 03:40:10
288,Viedma,AR,-40.8135,-62.9967,54.79,68,0,6.2,clear sky,2022-02-06 03:37:47
289,Port Augusta,AU,-32.5,137.7667,92.71,16,95,10.56,overcast clouds,2022-02-06 03:40:11
290,Lexington,US,37.9887,-84.4777,21.34,86,0,0.0,clear sky,2022-02-06 03:38:18
291,Palmer,US,42.1584,-72.3287,17.15,95,7,1.81,clear sky,2022-02-06 03:35:15
292,Vikulovo,RU,56.8167,70.6107,8.04,84,100,6.4,overcast clouds,2022-02-06 03:40:12
293,Makinsk,KZ,52.6292,70.4169,1.81,76,48,4.94,scattered clouds,2022-02-06 03:40:12
294,Tantoyuca,MX,21.35,-98.2333,44.37,66,2,2.89,clear sky,2022-02-06 03:40:12
295,Leninskoye,KZ,41.7589,69.3864,47.98,68,100,8.28,light rain,2022-02-06 03:40:13
296,Winslow,US,35.0242,-110.6974,30.31,28,0,6.91,clear sky,2022-02-06 03:40:13
297,Karratha,AU,-20.7377,116.8463,93.36,50,49,16.37,scattered clouds,2022-02-06 03:40:14
298,Yazman,PK,29.1212,71.7446,62.4,31,0,11.43,clear sky,2022-02-06 03:40:14
299,Qasigiannguit,GL,68.8193,-51.1922,3.45,77,100,6.93,overcast clouds,2022-02-06 03:40:15
300,Pafos,CY,34.7667,32.4167,49.78,76,20,6.91,few clouds,2022-02-06 03:40:15
301,Concordia,AR,-31.393,-58.0209,66.78,74,0,4.0,clear sky,2022-02-06 03:40:16
302,Riviere-Au-Renard,CA,48.9957,-64.3971,5.0,81,56,19.08,broken clouds,2022-02-06 03:40:16
303,Pacifica,US,37.6138,-122.4869,57.16,63,0,1.01,clear sky,2022-02-06 03:40:17
304,Surt,LY,31.2089,16.5887,59.23,38,77,7.83,broken clouds,2022-02-06 03:40:17
305,Sao Filipe,CV,14.8961,-24.4956,72.45,73,0,7.45,clear sky,2022-02-06 03:40:17
306,Saint-Ambroise,CA,48.5501,-71.3324,-2.6,55,41,9.22,scattered clouds,2022-02-06 03:40:18
307,Riyadh,SA,24.6877,46.7219,46.54,39,0,8.28,clear sky,2022-02-06 03:35:53
308,Saint Anthony,US,45.0205,-93.218,26.44,75,0,0.0,clear sky,2022-02-06 03:40:19
309,Madras,IN,13.0878,80.2785,84.18,77,40,3.0,mist,2022-02-06 03:40:19
310,Hay River,CA,60.8156,-115.7999,-11.24,84,40,4.61,scattered clouds,2022-02-06 03:40:20
311,Chenghai,CN,23.4632,116.768,60.71,63,20,6.71,few clouds,2022-02-06 03:40:20
312,Port Hedland,AU,-20.3167,118.5667,91.45,66,73,13.8,broken clouds,2022-02-06 03:40:21
313,Tanout,NE,14.9709,8.8879,54.72,18,0,13.44,clear sky,2022-02-06 03:40:21
314,Erdenet,MN,49.0333,104.0833,7.0,74,20,4.59,few clouds,2022-02-06 03:40:21
315,Maniitsoq,GL,65.4167,-52.9,3.61,94,100,4.72,snow,2022-02-06 03:40:22
316,Joao Pinheiro,BR,-17.7425,-46.1725,67.5,95,100,2.89,moderate rain,2022-02-06 03:40:22
317,Gazojak,TM,41.1875,61.4036,38.95,78,100,20.94,overcast clouds,2022-02-06 03:40:23
318,Nuuk,GL,64.1835,-51.7216,7.41,85,100,6.91,light snow,2022-02-06 03:40:23
319,Bonthe,SL,7.5264,-12.505,74.7,87,32,0.96,scattered clouds,2022-02-06 03:40:24
320,Santa Cruz,BO,-17.8,-63.1667,69.26,100,100,10.36,light rain,2022-02-06 03:38:14
321,Namibe,AO,-15.1961,12.1522,71.56,68,92,8.05,overcast clouds,2022-02-06 03:41:24
322,Marawi,PH,7.9986,124.2928,74.64,53,54,7.76,broken clouds,2022-02-06 03:41:25
323,Umba,RU,66.6871,34.3429,17.37,95,100,15.55,snow,2022-02-06 03:41:25
324,Urucui,BR,-7.2294,-44.5561,74.05,91,3,2.8,clear sky,2022-02-06 03:41:26
325,Deputatskiy,RU,69.3,139.9,-28.7,97,97,3.24,overcast clouds,2022-02-06 03:41:27
326,Shingu,JP,33.7333,135.9833,41.99,46,83,14.92,broken clouds,2022-02-06 03:41:27
327,Faanui,PF,-16.4833,-151.75,80.31,76,20,18.07,moderate rain,2022-02-06 03:41:27
328,Pandan,PH,14.0453,124.1694,81.93,68,49,16.06,scattered clouds,2022-02-06 03:41:28
329,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,25,0,11.01,clear sky,2022-02-06 03:41:28
330,Dharchula,IN,29.85,80.5333,54.82,30,0,2.35,clear sky,2022-02-06 03:41:29
331,Taltal,CL,-25.4,-70.4833,67.05,79,15,2.28,few clouds,2022-02-06 03:41:29
332,Hasaki,JP,35.7333,140.8333,46.29,27,1,15.21,clear sky,2022-02-06 03:41:30
333,Opelousas,US,30.5335,-92.0815,39.09,64,0,0.0,clear sky,2022-02-06 03:41:30
334,Tsumeb,NA,-19.2333,17.7167,65.75,88,100,4.21,light rain,2022-02-06 03:41:31
335,Preobrazheniye,RU,42.9019,133.9064,17.37,39,2,5.61,clear sky,2022-02-06 03:41:31
336,Noumea,NC,-22.2763,166.4572,89.58,81,58,9.06,moderate rain,2022-02-06 03:39:27
337,Severobaykalsk,RU,55.65,109.3167,7.7,91,100,0.85,light snow,2022-02-06 03:41:32
338,Bartica,GY,6.4,-58.6167,75.52,98,100,1.48,overcast clouds,2022-02-06 03:41:32
339,Chunoyar,RU,57.4467,97.3217,19.06,93,100,7.25,overcast clouds,2022-02-06 03:41:33
340,Victor Harbor,AU,-35.5667,138.6167,91.47,48,76,1.01,broken clouds,2022-02-06 03:41:34
341,Saint George,US,37.1041,-113.5841,48.34,29,0,1.99,clear sky,2022-02-06 03:38:04
342,Manasa,IN,24.4837,75.2687,64.26,34,0,7.27,clear sky,2022-02-06 03:41:34
343,The Pas,CA,53.8251,-101.2541,-3.98,77,100,2.3,overcast clouds,2022-02-06 03:41:35
344,Mount Gambier,AU,-37.8333,140.7667,85.91,20,40,13.8,scattered clouds,2022-02-06 03:41:35
345,Hirara,JP,24.8,125.2833,64.67,55,75,18.41,broken clouds,2022-02-06 03:41:35
346,Kolvereid,NO,64.8655,11.6047,28.89,88,100,11.48,light snow,2022-02-06 03:41:36
347,Santiago Del Estero,AR,-27.7951,-64.2615,70.39,53,100,10.87,overcast clouds,2022-02-06 03:41:32
348,Aguachica,CO,8.3084,-73.6166,75.96,73,29,6.24,scattered clouds,2022-02-06 03:41:37
349,Mwanza,TZ,-2.5167,32.9,65.66,82,97,2.64,overcast clouds,2022-02-06 03:41:37
350,Kimbe,PG,-5.5502,150.1429,86.5,69,70,8.41,light rain,2022-02-06 03:41:37
351,Scottsbluff,US,41.8666,-103.6672,36.28,60,0,8.01,clear sky,2022-02-06 03:39:19
352,Santa Maria,BR,-29.6842,-53.8069,72.7,78,0,6.91,clear sky,2022-02-06 03:41:38
353,Khipro,PK,25.8285,69.3772,66.52,66,0,10.76,clear sky,2022-02-06 03:41:39
354,Nueve De Julio,AR,-35.4444,-60.8831,56.71,90,75,7.18,broken clouds,2022-02-06 03:37:54
355,Prince George,CA,53.9166,-122.753,40.44,69,100,12.66,overcast clouds,2022-02-06 03:41:00
356,Kungurtug,RU,50.5994,97.5228,1.98,81,52,0.96,broken clouds,2022-02-06 03:41:39
357,Virar,IN,19.4667,72.8,73.49,42,15,5.59,few clouds,2022-02-06 03:41:40
358,Medford,US,42.3265,-122.8756,46.13,69,0,5.75,clear sky,2022-02-06 03:38:44
359,Turukhansk,RU,65.8167,87.9833,-13.05,99,99,1.1,overcast clouds,2022-02-06 03:41:40
360,Yulara,AU,-25.2406,130.9889,87.64,18,0,6.91,clear sky,2022-02-06 03:41:41
361,Bangassou,CF,4.7413,22.8184,65.98,30,100,3.62,overcast clouds,2022-02-06 03:41:41
362,Yerbogachen,RU,61.2767,108.0108,13.53,92,100,4.07,overcast clouds,2022-02-06 03:41:42
363,Imeni Poliny Osipenko,RU,52.4201,136.4853,8.19,83,100,7.96,overcast clouds,2022-02-06 03:41:42
364,Yamada,JP,39.4667,141.95,34.43,39,68,11.05,broken clouds,2022-02-06 03:41:43
365,Nishihara,JP,26.1842,127.7558,62.65,53,40,10.36,scattered clouds,2022-02-06 03:42:43
366,Geraldton,AU,-28.7667,114.6,81.01,61,75,17.29,broken clouds,2022-02-06 03:42:44
367,Bouca,CF,6.5105,18.2733,65.73,27,80,4.23,broken clouds,2022-02-06 03:42:44
368,Terney,RU,45.0503,136.6092,14.52,56,17,11.88,few clouds,2022-02-06 03:42:45
369,Mbuji-Mayi,CD,-6.15,23.6,67.05,97,92,1.68,light rain,2022-02-06 03:42:45
370,Opuwo,NA,-18.0607,13.84,62.91,57,97,1.3,overcast clouds,2022-02-06 03:42:46
371,Xichang,CN,27.8964,102.2634,44.28,96,100,2.21,overcast clouds,2022-02-06 03:42:47
372,Hovd,MN,48.0056,91.6419,-6.18,73,10,1.79,clear sky,2022-02-06 03:42:47
373,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,11.5,scattered clouds,2022-02-06 03:42:47
374,Jacareacanga,BR,-6.2222,-57.7528,73.22,99,100,0.78,overcast clouds,2022-02-06 03:42:48
375,Biak,ID,-0.9131,122.8766,83.46,71,76,1.77,broken clouds,2022-02-06 03:42:48
376,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,94,75,15.03,broken clouds,2022-02-06 03:42:49
377,Harper,LR,4.375,-7.7169,77.45,88,34,4.88,moderate rain,2022-02-06 03:42:49
378,Aitape,PG,-3.1374,142.3475,84.87,71,100,9.86,overcast clouds,2022-02-06 03:42:50
379,Luderitz,NA,-26.6481,15.1594,66.11,82,87,4.99,overcast clouds,2022-02-06 03:42:50
380,Paamiut,GL,61.994,-49.6678,-0.94,85,100,8.21,overcast clouds,2022-02-06 03:42:51
381,Banda Aceh,ID,5.5577,95.3222,84.0,63,94,4.27,overcast clouds,2022-02-06 03:42:51
382,Multai,IN,21.7667,78.25,67.21,21,10,4.09,clear sky,2022-02-06 03:42:52
383,Bani Walid,LY,31.7566,13.9942,55.83,34,100,2.3,overcast clouds,2022-02-06 03:42:53
384,Franklin,US,39.9667,-83.0166,16.43,91,0,5.75,mist,2022-02-06 03:41:35
385,South River,US,40.4465,-74.386,22.91,52,1,1.99,clear sky,2022-02-06 03:42:53
386,Acajutla,SV,13.5928,-89.8275,78.8,58,1,7.96,clear sky,2022-02-06 03:42:54
387,Quatre Cocos,MU,-20.2078,57.7625,81.09,79,100,14.14,overcast clouds,2022-02-06 03:42:54
388,Gweru,ZW,-19.45,29.8167,59.32,92,95,12.24,light rain,2022-02-06 03:42:54
389,Kerrobert,CA,51.9168,-109.1348,32.2,97,75,7.43,broken clouds,2022-02-06 03:42:55
390,Tay Ninh,VN,11.3,106.1,87.15,42,19,6.35,few clouds,2022-02-06 03:42:55
391,Irbeyskoye,RU,55.6428,95.4522,23.2,77,100,6.15,overcast clouds,2022-02-06 03:42:56
392,Westport,US,41.1415,-73.3579,21.79,54,0,7.0,clear sky,2022-02-06 03:42:56
393,Matagami,CA,49.7502,-77.6328,-21.89,69,0,2.3,clear sky,2022-02-06 03:42:57
394,Bahia Honda,CU,22.9036,-83.1592,71.76,85,71,8.28,broken clouds,2022-02-06 03:42:57
395,Joue-Les-Tours,FR,47.3522,0.6691,43.14,90,0,18.99,clear sky,2022-02-06 03:42:57
396,Hami,CN,42.8,93.45,30.56,23,100,11.32,overcast clouds,2022-02-06 03:42:58
397,Mikhaylovka,RU,50.06,43.2379,-0.96,99,63,3.51,broken clouds,2022-02-06 03:42:58
398,Esperance,AU,-33.8667,121.9,96.64,33,11,9.64,few clouds,2022-02-06 03:42:59
399,Cockburn Town,TC,21.4612,-71.1419,76.08,67,0,17.54,clear sky,2022-02-06 03:42:55
400,Milkovo,RU,54.7167,158.6167,20.52,89,100,11.7,overcast clouds,2022-02-06 03:42:59
401,Kysyl-Syr,RU,63.8986,122.7617,-12.39,98,94,2.93,overcast clouds,2022-02-06 03:43:00
402,Pitkyaranta,RU,61.5734,31.4792,21.13,95,100,11.92,light snow,2022-02-06 03:43:00
403,Lorengau,PG,-2.0226,147.2712,83.79,72,100,9.31,overcast clouds,2022-02-06 03:43:01
404,Alofi,NU,-19.0595,-169.9187,71.49,100,100,4.61,overcast clouds,2022-02-06 03:43:01
405,Niono,ML,14.2526,-5.993,65.1,13,0,9.98,clear sky,2022-02-06 03:43:01
406,Zhezkazgan,KZ,47.8043,67.7144,8.58,72,100,17.9,overcast clouds,2022-02-06 03:43:02
407,Kongolo,CD,-5.3833,27.0,67.78,97,94,1.77,overcast clouds,2022-02-06 03:43:02
408,Kot Samaba,PK,28.5522,70.4684,61.38,34,0,13.44,clear sky,2022-02-06 03:44:03
409,Nouadhibou,MR,20.931,-17.0347,64.38,94,20,13.8,few clouds,2022-02-06 03:44:03
410,Alenquer,BR,-1.9417,-54.7383,75.54,96,100,3.36,overcast clouds,2022-02-06 03:44:04
411,Marzuq,YE,14.4,46.4667,64.0,34,39,2.91,scattered clouds,2022-02-06 03:44:04
412,San Quintin,MX,30.4833,-115.95,56.34,46,0,4.59,clear sky,2022-02-06 03:44:05
413,San Ramon,US,37.7799,-121.978,55.85,66,0,3.44,clear sky,2022-02-06 03:43:25
414,Batken,KG,39.8333,71.0,28.71,69,100,7.23,light snow,2022-02-06 03:44:05
415,Wenling,CN,28.3669,121.36,46.9,60,86,12.5,light rain,2022-02-06 03:44:06
416,Labytnangi,RU,66.6572,66.4183,-20.38,100,49,1.41,scattered clouds,2022-02-06 03:44:06
417,Maturin,VE,9.75,-63.1767,71.04,91,79,5.84,broken clouds,2022-02-06 03:44:07
418,Hofn,IS,64.2539,-15.2082,31.46,69,100,19.8,overcast clouds,2022-02-06 03:44:07
419,Okakarara,NA,-20.5833,17.4333,64.6,91,99,5.17,light rain,2022-02-06 03:44:08
420,Shangqiu,CN,34.45,115.65,40.35,22,100,6.2,overcast clouds,2022-02-06 03:44:08
421,Yarim,YE,14.298,44.3779,51.01,53,40,4.74,scattered clouds,2022-02-06 03:44:08
422,Lerwick,GB,60.1545,-1.1494,39.2,56,89,31.23,overcast clouds,2022-02-06 03:44:09
423,Tonneins,FR,44.3921,0.3124,38.82,93,9,4.52,clear sky,2022-02-06 03:44:09
424,Koratla,IN,18.8167,78.7167,73.29,21,11,5.44,few clouds,2022-02-06 03:44:10
425,Lethem,GY,3.3803,-59.7968,76.41,82,100,9.48,overcast clouds,2022-02-06 03:44:10
426,Bethel,US,41.3712,-73.414,20.05,64,0,6.91,clear sky,2022-02-06 03:44:11
427,Fort Nelson,CA,58.8053,-122.7002,17.65,97,100,2.3,overcast clouds,2022-02-06 03:44:11
428,Debica,PL,50.0515,21.4114,34.95,70,100,11.99,overcast clouds,2022-02-06 03:44:11
429,Labuhan,ID,-6.8844,112.2051,84.02,74,83,12.01,broken clouds,2022-02-06 03:44:12
430,Aksarka,RU,66.5606,67.7975,-21.91,100,73,3.6,broken clouds,2022-02-06 03:44:12
431,Kalmunai,LK,7.4167,81.8167,80.67,61,98,8.01,overcast clouds,2022-02-06 03:44:13
432,Ahipara,NZ,-35.1667,173.1667,73.51,91,100,3.42,light rain,2022-02-06 03:44:13
433,Lagoa,PT,39.05,-27.9833,58.62,76,3,15.82,clear sky,2022-02-06 03:44:14
434,Vardo,NO,70.3705,31.1107,26.98,79,100,28.3,overcast clouds,2022-02-06 03:44:14
435,Namatanai,PG,-3.6667,152.4333,86.34,63,55,11.48,broken clouds,2022-02-06 03:44:15
436,Alice Springs,AU,-23.7,133.8833,83.75,28,0,5.75,clear sky,2022-02-06 03:40:09
437,Ayorou,NE,14.7308,0.9174,61.34,17,1,9.89,clear sky,2022-02-06 03:44:15
438,Seymchan,RU,62.8833,152.4333,-26.97,93,54,1.25,broken clouds,2022-02-06 03:44:16
439,Saint-Georges,GD,12.0564,-61.7485,76.68,83,20,13.8,few clouds,2022-02-06 03:44:16
440,Mortka,RU,59.3322,66.0214,11.86,98,100,3.31,overcast clouds,2022-02-06 03:44:17
441,Santiago,CL,-33.4569,-70.6483,74.86,43,0,5.75,clear sky,2022-02-06 03:40:51
442,Yerofey Pavlovich,RU,53.9667,121.9667,12.83,55,26,4.09,scattered clouds,2022-02-06 03:44:17
443,Derzhavinsk,KZ,51.1,66.3167,11.57,73,100,15.88,overcast clouds,2022-02-06 03:44:18
444,Porto Empedocle,IT,37.2934,13.5264,50.9,79,100,5.73,overcast clouds,2022-02-06 03:44:18
445,Pitimbu,BR,-7.4706,-34.8086,77.59,74,66,7.83,broken clouds,2022-02-06 03:44:18
446,Kuvshinovo,RU,57.0295,34.1725,17.4,96,100,4.52,light snow,2022-02-06 03:44:19
447,Troitskoye,RU,52.9821,84.6757,12.65,95,85,4.23,overcast clouds,2022-02-06 03:44:19
448,Grindavik,IS,63.8424,-22.4338,31.95,80,75,19.57,broken clouds,2022-02-06 03:44:20
449,Puerto Palomas,MX,31.7667,-107.6167,34.93,30,0,2.89,clear sky,2022-02-06 03:44:20
450,Devils Lake,US,48.1128,-98.8651,8.58,78,100,11.5,mist,2022-02-06 03:44:21
451,Elizabeth City,US,36.2946,-76.2511,34.02,67,0,14.97,clear sky,2022-02-06 03:44:21
452,Mobaye,CF,4.319,21.1786,68.61,39,100,2.48,overcast clouds,2022-02-06 03:44:22
453,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.24,62,0,4.61,clear sky,2022-02-06 03:44:22
454,Inuvik,CA,68.3499,-133.7218,-24.59,72,75,1.14,light snow,2022-02-06 03:44:22
455,Florianopolis,BR,-27.6146,-48.5012,74.7,87,40,1.14,scattered clouds,2022-02-06 03:42:25
456,Inirida,CO,3.8653,-67.9239,73.58,94,79,3.2,broken clouds,2022-02-06 03:44:23
457,Leningradskiy,RU,69.3833,178.4167,-22.14,97,15,3.18,few clouds,2022-02-06 03:45:24
458,Santarem,BR,-2.4431,-54.7083,75.33,100,40,4.61,scattered clouds,2022-02-06 03:45:24
459,Cap Malheureux,MU,-19.9842,57.6142,81.46,75,100,11.99,overcast clouds,2022-02-06 03:45:24
460,Palembang,ID,-2.9167,104.7458,82.49,74,40,12.66,light rain,2022-02-06 03:45:25
461,Arkhangelskoye,RU,55.8549,35.3287,16.72,96,100,5.26,light snow,2022-02-06 03:45:26
462,Cabedelo,BR,-6.9811,-34.8339,77.67,73,68,8.72,broken clouds,2022-02-06 03:40:43
463,Channarayapatna,IN,12.9044,76.3917,73.26,59,79,7.99,broken clouds,2022-02-06 03:45:26
464,Oltu,TR,40.5498,42.0013,7.74,83,99,4.74,overcast clouds,2022-02-06 03:45:27
465,Porto Belo,BR,-27.1578,-48.5531,77.25,90,100,3.67,overcast clouds,2022-02-06 03:45:27
466,Kralendijk,BQ,12.15,-68.2667,75.18,88,20,5.75,few clouds,2022-02-06 03:45:28
467,Bambous Virieux,MU,-20.3428,57.7575,81.21,83,75,12.66,broken clouds,2022-02-06 03:45:28
468,Batemans Bay,AU,-35.7167,150.1833,73.2,56,43,11.81,scattered clouds,2022-02-06 03:45:29
469,Kokopo,PG,-4.352,152.2633,87.1,59,100,13.42,overcast clouds,2022-02-06 03:45:29
470,Durham,US,36.0335,-78.8664,32.27,64,0,3.44,clear sky,2022-02-06 03:41:46
471,Balkanabat,TM,39.5108,54.3671,38.19,67,90,7.49,overcast clouds,2022-02-06 03:45:30
472,Grand Gaube,MU,-20.0064,57.6608,81.37,75,100,11.99,overcast clouds,2022-02-06 03:45:30
473,Murashi,RU,59.3999,48.9615,13.53,98,100,4.45,overcast clouds,2022-02-06 03:45:31
474,Assiniboia,CA,49.6334,-105.9845,17.42,86,84,20.71,broken clouds,2022-02-06 03:45:31
475,Stargard Szczecinski,PL,53.3367,15.0499,40.03,80,100,15.99,overcast clouds,2022-02-06 03:45:31
476,Wewak,PG,-3.5534,143.6268,86.27,69,100,15.88,overcast clouds,2022-02-06 03:45:32
477,General Pico,AR,-35.6566,-63.7568,56.59,48,2,8.75,clear sky,2022-02-06 03:41:17
478,Dumas,US,35.8656,-101.9732,36.82,69,0,9.22,clear sky,2022-02-06 03:45:32
479,Saltabarranca,MX,18.6,-95.5333,62.24,73,92,11.1,overcast clouds,2022-02-06 03:45:33
480,Victoria Point,AU,-27.5833,153.3,82.18,60,59,14.0,broken clouds,2022-02-06 03:45:34
481,Tangshan,CN,39.6333,118.1833,35.46,22,28,6.71,scattered clouds,2022-02-06 03:45:34
482,Morros,BR,-9.4467,-46.3003,74.34,79,46,2.13,scattered clouds,2022-02-06 03:45:34
483,Omboue,GA,-1.5746,9.2618,75.79,87,3,4.63,clear sky,2022-02-06 03:45:35
484,Payakumbuh,ID,-0.2202,100.6308,70.0,98,100,1.99,overcast clouds,2022-02-06 03:45:35
485,Bilgram,IN,27.1833,80.0333,56.97,69,0,3.96,clear sky,2022-02-06 03:45:36
486,San Jeronimo,PE,-11.9472,-75.2829,50.58,91,100,3.74,overcast clouds,2022-02-06 03:45:36
487,Bemidji,US,47.4736,-94.8803,12.9,89,100,0.0,overcast clouds,2022-02-06 03:45:37
488,Clyde River,CA,70.4692,-68.5914,-30.77,68,100,5.75,overcast clouds,2022-02-06 03:45:37
489,Gelnica,SK,48.8558,20.9371,33.39,90,100,2.48,overcast clouds,2022-02-06 03:45:38
490,Passagem Franca,BR,-6.1797,-43.7836,72.19,98,64,2.77,broken clouds,2022-02-06 03:45:38
491,Traiguen,CL,-38.25,-72.6833,52.95,74,5,2.59,clear sky,2022-02-06 03:45:39
492,Gorin,RU,51.1983,136.6669,10.17,79,100,5.46,overcast clouds,2022-02-06 03:45:39
493,Nicolas Bravo,MX,18.45,-88.9167,67.19,99,44,5.41,scattered clouds,2022-02-06 03:45:39
494,Verkhnyaya Inta,RU,65.9811,60.3094,-9.33,92,73,2.77,broken clouds,2022-02-06 03:45:40
495,Korla,CN,41.7597,86.1469,26.28,39,97,10.98,overcast clouds,2022-02-06 03:45:40
496,Mainburg,DE,48.65,11.7833,37.24,69,100,8.05,overcast clouds,2022-02-06 03:45:41
497,Saint-Denis,FR,48.9167,2.3333,47.17,80,0,5.99,clear sky,2022-02-06 03:45:41
498,Sitka,US,57.0531,-135.33,42.69,81,100,24.16,moderate rain,2022-02-06 03:45:42
499,Kangaatsiaq,GL,68.3065,-53.4641,-9.96,96,100,4.63,overcast clouds,2022-02-06 03:45:42
500,Conde,BR,-7.2597,-34.9075,76.46,83,20,4.61,few clouds,2022-02-06 03:42:52
501,Dukat,RU,62.55,155.55,-10.01,69,38,2.01,scattered clouds,2022-02-06 03:43:09
502,Sangre Grande,TT,10.5835,-61.1177,76.96,91,57,6.29,broken clouds,2022-02-06 03:45:43
503,Laguna,US,38.421,-121.4238,56.08,69,0,0.0,clear sky,2022-02-06 03:43:57
504,Chokwe,MZ,-24.5333,32.9833,70.72,93,3,7.9,clear sky,2022-02-06 03:45:44
505,Viseu,PT,40.661,-7.9097,44.87,73,0,7.87,clear sky,2022-02-06 03:46:44
506,Stokmarknes,NO,68.5646,14.9108,35.49,81,83,13.04,light rain,2022-02-06 03:46:44
507,Mugur-Aksy,RU,50.35,90.5,5.05,58,0,4.68,clear sky,2022-02-06 03:46:45
508,Batu Gajah,MY,4.4692,101.0411,84.29,70,20,3.44,light rain,2022-02-06 03:46:45
509,Teya,RU,60.3778,92.6267,10.09,94,99,2.8,overcast clouds,2022-02-06 03:46:46
510,Bella Union,UY,-30.2752,-57.6007,66.0,63,2,7.52,clear sky,2022-02-06 03:46:46
511,Itacarambi,BR,-15.1022,-44.0919,71.35,94,100,2.28,overcast clouds,2022-02-06 03:46:47
512,Marquette,US,46.5333,-87.6335,15.37,74,100,10.94,snow,2022-02-06 03:46:47
513,Merauke,ID,-8.4667,140.3333,86.43,66,100,10.36,overcast clouds,2022-02-06 03:46:48
514,Salinas,US,36.6777,-121.6555,56.35,54,0,5.75,clear sky,2022-02-06 03:46:48
515,Boundiali,CI,9.5217,-6.4869,67.53,19,7,2.19,clear sky,2022-02-06 03:46:49
516,Sarahan,IN,31.5167,77.8,41.02,54,94,6.17,overcast clouds,2022-02-06 03:46:49
517,Puerto Escondido,MX,15.85,-97.0667,75.11,71,3,5.03,clear sky,2022-02-06 03:46:50
518,Ust-Tsilma,RU,65.441,52.1498,-7.04,100,90,4.79,overcast clouds,2022-02-06 03:46:50
519,Kodinsk,RU,58.6881,99.1844,16.9,91,100,8.86,overcast clouds,2022-02-06 03:46:50
520,Manta,EC,-0.95,-80.7333,76.78,83,75,4.61,broken clouds,2022-02-06 03:46:51
521,Kloulklubed,PW,7.0419,134.2556,84.7,78,46,21.63,scattered clouds,2022-02-06 03:46:51
522,Calvinia,ZA,-31.4707,19.776,73.94,37,3,3.83,clear sky,2022-02-06 03:46:52
523,Aleksandro-Nevskiy,RU,53.4751,40.2095,3.27,76,99,8.03,overcast clouds,2022-02-06 03:46:52
524,Cayenne,GF,4.9333,-52.3333,80.1,85,75,5.99,broken clouds,2022-02-06 03:46:53
