City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Pak Phanang,TH,2022-02-03 02:44:26,8.3511,100.202,82.42,75,31,11.3
288,Pingliang,CN,2022-02-03 02:44:26,35.5392,106.6861,23.54,86,100,3.24
289,Batyrevo,RU,2022-02-03 02:44:27,55.0675,47.6111,24.12,97,100,3.83
290,Samarinda,ID,2022-02-03 02:44:27,-0.5,117.15,88.07,52,100,4.65
291,Ilebo,CD,2022-02-03 02:44:28,-4.3167,20.5833,71.26,99,100,1.54
292,Fort Nelson,CA,2022-02-03 02:41:19,58.8053,-122.7002,-8.01,77,100,8.05
293,Ust-Kuyga,RU,2022-02-03 02:44:29,70.0167,135.6,-25.2,97,49,7.16
294,Kalianget,ID,2022-02-03 02:44:29,-7.05,113.9333,82.47,72,100,4.0
295,Anadyr,RU,2022-02-03 02:44:29,64.75,177.4833,12.7,72,0,25.99
296,Calbuco,CL,2022-02-03 02:44:30,-41.768,-73.1273,60.01,88,66,8.1
297,Kirkland Lake,CA,2022-02-03 02:44:31,48.1446,-80.0377,9.43,56,100,6.15
298,Jalu,LY,2022-02-03 02:44:31,29.0331,21.5482,50.5,67,20,20.38
299,Kavieng,PG,2022-02-03 02:44:31,-2.5744,150.7967,79.59,81,100,13.78
300,Canico,PT,2022-02-03 02:44:32,32.6333,-16.85,67.01,90,75,3.44
301,Sao Joao Da Barra,BR,2022-02-03 02:44:32,-21.6403,-41.0511,73.71,93,100,8.7
302,Biltine,TD,2022-02-03 02:44:33,14.5333,20.9167,60.75,13,2,7.47
303,Farah,AF,2022-02-03 02:44:33,32.5,62.5,37.18,50,0,6.04
304,Obo,CF,2022-02-03 02:44:34,5.3998,26.4869,69.8,28,73,3.91
305,Shahdadkot,PK,2022-02-03 02:44:34,27.8477,67.9055,58.12,33,0,2.08
306,Bengkulu,ID,2022-02-03 02:44:35,-3.8004,102.2655,83.7,68,69,4.38
307,Nanga Eboko,CM,2022-02-03 02:44:35,4.6833,12.3667,65.59,94,80,2.89
308,Sebring,US,2022-02-03 02:44:35,27.4956,-81.4409,65.71,77,0,1.01
309,Mount Isa,AU,2022-02-03 02:40:54,-20.7333,139.5,83.97,65,75,14.97
310,Ashtabula,US,2022-02-03 02:44:36,41.7001,-80.7665,39.78,95,100,0.0
311,Tunceli,TR,2022-02-03 02:44:36,39.1083,39.5471,43.09,94,98,5.32
312,Srednekolymsk,RU,2022-02-03 02:44:37,67.45,153.6833,-22.81,98,81,0.29
313,Fare,PF,2022-02-03 02:44:37,-16.7,-151.0167,81.18,76,47,19.73
314,Cam Ranh,VN,2022-02-03 02:43:20,11.9214,109.1591,82.36,65,20,11.5
315,Fairbanks,US,2022-02-03 02:40:02,64.8378,-147.7164,-19.98,70,0,0.0
316,Arraial Do Cabo,BR,2022-02-03 02:40:02,-22.9661,-42.0278,75.33,88,100,4.99
317,Khatanga,RU,2022-02-03 02:44:38,71.9667,102.5,-35.43,99,34,1.34
318,Opole Lubelskie,PL,2022-02-03 02:45:39,51.1478,21.969,32.25,88,100,11.77
319,Aguimes,ES,2022-02-03 02:45:40,27.9054,-15.4461,66.83,60,0,14.97
320,Toila,EE,2022-02-03 02:45:40,59.4236,27.5025,12.81,96,94,2.89
321,Manchester,GB,2022-02-03 02:41:23,53.4809,-2.2374,48.58,85,100,5.75
322,Nedjo,ET,2022-02-03 02:45:41,9.5046,35.5019,63.25,44,80,3.51
323,Lethem,GY,2022-02-03 02:45:42,3.3803,-59.7968,79.36,64,13,7.83
324,Mahebourg,MU,2022-02-03 02:45:42,-20.4081,57.7,79.25,94,75,25.32
325,Flores,GT,2022-02-03 02:45:43,16.9226,-89.8994,72.91,87,3,4.65
326,Karratha,AU,2022-02-03 02:45:43,-20.7377,116.8463,89.98,50,61,11.9
327,Hofn,IS,2022-02-03 02:45:44,64.2539,-15.2082,31.32,60,100,11.05
328,Ponta Delgada,PT,2022-02-03 02:45:44,37.7333,-25.6667,60.49,82,20,10.36
329,Hohhot,CN,2022-02-03 02:45:45,40.8106,111.6522,14.29,41,0,8.95
330,Talnakh,RU,2022-02-03 02:45:45,69.4865,88.3972,-10.64,98,100,6.78
331,Bahir Dar,ET,2022-02-03 02:45:46,11.5936,37.3908,62.55,72,76,4.88
332,Makakilo City,US,2022-02-03 02:45:46,21.3469,-158.0858,79.12,59,20,9.22
333,Bull Savanna,JM,2022-02-03 02:45:47,17.8868,-77.5902,72.16,84,8,6.64
334,Santa Cruz,BO,2022-02-03 02:41:19,-17.8,-63.1667,76.46,88,44,6.91
335,La Montanita,CO,2022-02-03 02:45:48,1.4766,-75.4398,76.91,65,84,0.83
336,Chuy,UY,2022-02-03 02:45:48,-33.6971,-53.4616,70.83,88,0,11.56
337,Aron,IN,2022-02-03 02:45:48,24.3833,77.4167,63.5,43,0,11.16
338,Faanui,PF,2022-02-03 02:45:49,-16.4833,-151.75,81.3,77,10,19.69
339,Purbalingga,ID,2022-02-03 02:45:49,-7.3881,109.3639,89.69,63,79,1.59
340,Nuuk,GL,2022-02-03 02:45:50,64.1835,-51.7216,18.21,53,100,12.66
341,Sena Madureira,BR,2022-02-03 02:45:50,-9.0656,-68.6569,71.35,99,100,2.06
342,Portland,US,2022-02-03 02:45:51,45.5234,-122.6762,46.15,95,100,1.01
343,Sembe,CG,2022-02-03 02:45:51,1.6481,14.5806,74.35,66,98,2.86
344,Mahon,ES,2022-02-03 02:45:51,39.8885,4.2658,48.76,100,0,8.05
345,Passo De Camaragibe,BR,2022-02-03 02:45:52,-9.2368,-35.4901,78.35,85,20,2.37
346,Funadhoo,MV,2022-02-03 02:45:53,6.15,73.2667,80.74,71,23,5.32
347,Alugan,PH,2022-02-03 02:45:53,12.2188,125.4808,80.31,84,96,13.49
348,Verkhnyaya Toyma,RU,2022-02-03 02:45:53,62.2349,44.9985,15.3,98,100,1.66
349,Harper,LR,2022-02-03 02:45:54,4.375,-7.7169,78.31,80,5,1.92
350,Buala,SB,2022-02-03 02:45:54,-8.145,159.5921,79.5,87,100,14.16
351,Paulo Ramos,BR,2022-02-03 02:45:55,-4.2167,-45.1833,72.52,96,71,3.51
352,Vila Franca Do Campo,PT,2022-02-03 02:45:56,37.7167,-25.4333,60.19,76,50,8.55
353,Olenegorsk,RU,2022-02-03 02:45:56,68.15,33.3,8.92,98,100,3.36
354,Aras,ES,2022-02-03 02:45:56,42.5617,-2.356,30.0,93,0,1.14
355,Haines Junction,CA,2022-02-03 02:45:57,60.7522,-137.5108,-11.25,77,100,2.3
356,Mareeba,AU,2022-02-03 02:45:57,-17.0,145.4333,90.48,82,100,7.43
357,Cururupu,BR,2022-02-03 02:45:58,-1.8283,-44.8683,76.14,90,100,4.47
358,Kaihua,CN,2022-02-03 02:45:59,23.3687,104.28,49.69,79,98,7.45
359,Vao,NC,2022-02-03 02:45:59,-22.6667,167.4833,79.14,71,100,8.5
360,Sompeta,IN,2022-02-03 02:45:59,18.9333,84.6,74.66,72,19,6.4
361,Salinas,US,2022-02-03 02:46:00,36.6777,-121.6555,57.81,33,0,5.75
362,Pangnirtung,CA,2022-02-03 02:47:00,66.1451,-65.7125,6.3,82,100,8.57
363,Cochrane,CA,2022-02-03 02:46:31,51.1834,-114.4687,9.7,78,0,5.75
364,Luzhou,CN,2022-02-03 02:47:01,28.8724,105.4405,47.01,70,7,3.44
365,Kambove,CD,2022-02-03 02:47:02,-10.8764,26.5969,59.27,97,100,2.3
366,Kloulklubed,PW,2022-02-03 02:47:03,7.0419,134.2556,84.7,74,100,17.63
367,Itarema,BR,2022-02-03 02:47:03,-2.9248,-39.9167,79.05,80,100,10.29
368,Tazovskiy,RU,2022-02-03 02:47:04,67.4667,78.7,-14.58,98,90,10.71
369,Dinghai,CN,2022-02-03 02:47:04,26.2847,119.7936,49.12,90,100,17.74
370,Shimoda,JP,2022-02-03 02:43:02,34.6667,138.95,50.36,51,90,23.15
371,Lianran,CN,2022-02-03 02:47:05,24.9227,102.485,34.34,58,33,4.88
372,Sergeyevka,KZ,2022-02-03 02:47:05,53.88,67.4158,13.78,94,94,8.1
373,Najran,SA,2022-02-03 02:42:10,17.4924,44.1277,52.45,43,61,2.37
374,Bontang,ID,2022-02-03 02:47:06,0.1333,117.5,84.31,64,92,9.28
375,Darhan,MN,2022-02-03 02:47:06,49.4867,105.9228,-2.18,86,84,4.61
376,Cheney,US,2022-02-03 02:42:34,47.4874,-117.5758,23.99,89,100,4.61
377,Bosobolo,CD,2022-02-03 02:47:07,4.1833,19.9,77.38,27,100,2.68
378,Chifeng,CN,2022-02-03 02:47:08,42.2683,118.9636,14.45,43,1,10.0
379,Whitehorse,CA,2022-02-03 02:47:08,60.7161,-135.0538,-4.7,68,75,4.0
380,Aginskoye,RU,2022-02-03 02:47:09,51.1,114.53,-2.96,82,13,8.14
381,Algeciras,ES,2022-02-03 02:47:10,36.1333,-5.4505,53.37,76,41,5.75
382,Amapa,BR,2022-02-03 02:47:10,1.0,-52.0,71.29,99,100,1.34
383,Santa Luzia,BR,2022-02-03 02:47:11,-19.7697,-43.8514,70.7,88,0,3.44
384,Tilichiki,RU,2022-02-03 02:44:20,60.4667,166.1,5.94,80,91,10.07
385,Road Town,VG,2022-02-03 02:47:11,18.4167,-64.6167,77.0,75,3,15.86
386,Hervey Bay,AU,2022-02-03 02:46:39,-25.2986,152.8535,89.04,73,99,10.49
387,Tweed,CA,2022-02-03 02:46:55,44.4751,-77.3162,35.19,95,100,3.85
388,Sulangan,PH,2022-02-03 02:47:12,11.1373,123.7228,80.92,77,99,11.41
389,Okhotsk,RU,2022-02-03 02:47:13,59.3833,143.3,12.33,75,100,15.7
390,Bulaevo,KZ,2022-02-03 02:47:14,54.9056,70.4439,16.3,96,96,6.64
391,Sakakah,SA,2022-02-03 02:47:14,29.9697,40.2064,51.37,44,98,6.69
392,Nanchong,CN,2022-02-03 02:43:04,30.7951,106.0847,46.08,71,50,4.5
393,Honiara,SB,2022-02-03 02:47:15,-9.4333,159.95,81.32,84,100,7.07
394,Sur,OM,2022-02-03 02:47:15,22.5667,59.5289,70.45,54,0,19.35
395,Cherdyn,RU,2022-02-03 02:47:16,60.403,56.4787,22.06,94,100,8.72
396,Walvis Bay,NA,2022-02-03 02:47:16,-22.9575,14.5053,68.09,78,1,6.13
397,Dawei,MM,2022-02-03 02:47:17,14.0833,98.2,85.35,48,33,1.41
398,Port Hawkesbury,CA,2022-02-03 02:47:17,45.6169,-61.3485,33.39,85,100,5.99
399,Tucuman,AR,2022-02-03 02:47:17,-26.8241,-65.2226,77.0,61,20,13.8
400,Iqaluit,CA,2022-02-03 02:47:18,63.7506,-68.5145,8.33,84,75,10.0
401,Bluefield,US,2022-02-03 02:47:18,37.2698,-81.2223,39.76,74,100,1.99
402,Cayenne,GF,2022-02-03 02:46:07,4.9333,-52.3333,78.1,89,75,1.99
403,Salta,AR,2022-02-03 02:42:45,-24.7859,-65.4117,70.09,88,40,5.75
404,Bilma,NE,2022-02-03 02:47:19,18.6853,12.9164,52.75,32,0,13.6
405,Delta Del Tigre,UY,2022-02-03 02:47:20,-34.7633,-56.3853,76.19,75,99,1.99
406,Sudbury,CA,2022-02-03 02:46:10,46.49,-80.99,22.06,73,100,9.01
407,Nanortalik,GL,2022-02-03 02:48:20,60.1432,-45.2371,18.12,69,100,10.69
408,Jumla,NP,2022-02-03 02:48:21,29.2747,82.1838,39.54,72,90,6.04
409,Upernavik,GL,2022-02-03 02:48:21,72.7868,-56.1549,-8.46,65,100,7.0
410,Ancud,CL,2022-02-03 02:48:22,-41.8697,-73.8203,55.42,92,80,4.41
411,Saint-Leu,RE,2022-02-03 02:48:22,-21.15,55.2833,79.66,89,100,18.39
412,Sao Jose Da Coroa Grande,BR,2022-02-03 02:48:22,-8.8978,-35.1478,78.87,77,44,7.52
413,Moose Jaw,CA,2022-02-03 02:45:13,50.4001,-105.5344,-18.15,76,6,8.05
414,Flin Flon,CA,2022-02-03 02:48:23,54.7682,-101.865,-22.92,99,11,4.54
415,Zeya,RU,2022-02-03 02:48:24,53.75,127.2667,2.79,51,37,6.85
416,Beyneu,KZ,2022-02-03 02:48:25,45.3167,55.2,33.93,84,100,14.74
417,Pimentel,PE,2022-02-03 02:48:25,-6.8367,-79.9342,70.3,81,86,13.18
418,Manta,EC,2022-02-03 02:48:26,-0.95,-80.7333,78.58,78,75,3.44
419,Taoudenni,ML,2022-02-03 02:48:26,22.6783,-3.9836,61.18,25,95,10.83
420,San Rafael Del Sur,NI,2022-02-03 02:48:27,11.8485,-86.4384,79.77,55,47,12.37
421,Palmer,US,2022-02-03 02:48:27,42.1584,-72.3287,39.85,81,75,0.0
422,Wamba,NG,2022-02-03 02:48:28,8.9333,8.6,69.89,21,8,3.62
423,Tura,IN,2022-02-03 02:48:28,25.5198,90.2201,64.71,43,69,1.59
424,Bluefields,NI,2022-02-03 02:48:29,12.0137,-83.7635,74.52,82,10,5.48
425,Batemans Bay,AU,2022-02-03 02:45:28,-35.7167,150.1833,75.2,47,11,11.12
426,Dakar,SN,2022-02-03 02:48:29,14.6937,-17.4441,74.28,78,84,8.25
427,Champerico,GT,2022-02-03 02:48:30,14.3,-91.9167,80.35,72,2,3.89
428,Tyukhtet,RU,2022-02-03 02:48:30,56.5389,89.3011,6.28,98,91,4.05
429,Taltal,CL,2022-02-03 02:48:11,-25.4,-70.4833,68.22,72,0,4.14
430,College,US,2022-02-03 02:48:31,64.8569,-147.8028,-20.99,69,20,0.0
431,Komsomolskiy,UZ,2022-02-03 02:48:31,40.4272,71.7189,33.22,86,99,6.91
432,Yeppoon,AU,2022-02-03 02:48:32,-23.1333,150.7333,89.38,61,100,8.21
433,Buchanan,LR,2022-02-03 02:48:32,5.8808,-10.0467,75.16,84,13,0.29
434,Lompoc,US,2022-02-03 02:46:10,34.6391,-120.4579,57.09,52,0,12.66
435,Ferme-Neuve,CA,2022-02-03 02:48:33,46.7001,-75.4493,31.78,97,100,5.17
436,Panama City,PA,2022-02-03 02:48:33,8.9936,-79.5197,80.55,79,20,8.05
437,Vanimo,PG,2022-02-03 02:48:34,-2.6741,141.3028,82.54,74,79,4.43
438,Gombong,ID,2022-02-03 02:48:34,-7.6072,109.5142,90.1,57,55,0.89
439,Doka,SD,2022-02-03 02:48:35,13.5167,35.7667,74.39,30,91,12.73
440,Diapaga,BF,2022-02-03 02:48:35,12.0708,1.7889,65.61,12,30,7.31
441,Lorengau,PG,2022-02-03 02:45:40,-2.0226,147.2712,78.64,82,100,5.55
442,Saint-Francois,FR,2022-02-03 02:48:36,46.4154,3.9054,40.41,99,75,2.3
443,Gali,GE,2022-02-03 02:48:36,42.6265,41.7381,46.0,61,100,3.89
444,Maragogi,BR,2022-02-03 02:48:37,-9.0122,-35.2225,78.49,77,31,7.07
445,Cabra,ES,2022-02-03 02:44:19,37.4725,-4.4421,38.64,47,67,2.3
446,Kichera,RU,2022-02-03 02:48:37,55.9375,110.0997,-3.14,91,88,1.99
447,Taytayan,PH,2022-02-03 02:48:38,7.7339,126.5019,77.16,83,100,5.99
448,Port Hardy,CA,2022-02-03 02:48:38,50.6996,-127.4199,37.58,93,100,16.11
449,Mezocsat,HU,2022-02-03 02:48:39,47.8167,20.9167,30.36,97,90,2.77
450,Fethiye,TR,2022-02-03 02:48:39,36.6217,29.1164,53.47,87,100,9.84
451,Sault Sainte Marie,CA,2022-02-03 02:44:24,46.5168,-84.3333,16.36,67,100,8.05
452,Belmonte,BR,2022-02-03 02:48:40,-15.8631,-38.8828,79.3,81,99,5.21
453,Beringovskiy,RU,2022-02-03 02:48:40,63.05,179.3167,9.54,74,100,22.73
454,Tomari,RU,2022-02-03 02:49:41,47.7658,142.0683,17.49,77,100,18.28
455,Pajapan,MX,2022-02-03 02:49:41,18.25,-94.7,73.69,76,0,9.22
456,Alice Springs,AU,2022-02-03 02:49:42,-23.7,133.8833,72.95,56,100,17.27
457,Emerald,AU,2022-02-03 02:48:15,-23.5333,148.1667,91.54,62,40,11.5
458,Ransang,PH,2022-02-03 02:49:42,8.9603,117.5828,83.55,68,97,4.29
459,Melfi,IT,2022-02-03 02:49:43,40.9965,15.6514,40.5,91,4,5.93
460,Sapa,PH,2022-02-03 02:49:43,5.1544,120.3241,82.89,66,100,2.59
461,Kodinsk,RU,2022-02-03 02:49:44,58.6881,99.1844,8.24,94,100,2.8
462,South Lake Tahoe,US,2022-02-03 02:47:18,38.9332,-119.9844,29.05,43,0,0.0
463,Victoria,HK,2022-02-03 02:48:13,22.2855,114.1577,58.95,84,100,1.99
464,Oeiras,BR,2022-02-03 02:49:45,-7.0253,-42.1311,75.15,61,41,1.14
465,Ust-Tsilma,RU,2022-02-03 02:49:45,65.441,52.1498,4.91,99,98,2.37
466,Abu Samrah,SY,2022-02-03 02:49:46,35.3029,37.1841,46.2,57,81,11.48
467,Pinega,RU,2022-02-03 02:49:46,64.7001,43.3936,7.75,98,99,0.11
468,Rubtsovsk,RU,2022-02-03 02:49:47,51.5,81.25,-10.71,100,98,1.74
469,Bideford,GB,2022-02-03 02:49:47,51.0179,-4.2046,46.72,87,100,9.28
470,Rehoboth,NA,2022-02-03 02:49:48,-23.3167,17.0833,66.69,50,1,1.86
471,Redlands,US,2022-02-03 02:49:48,34.0556,-117.1825,55.92,21,0,20.71
472,Lappeenranta,FI,2022-02-03 02:49:49,61.0587,28.1887,6.85,92,100,1.14
473,Idrinskoye,RU,2022-02-03 02:49:49,54.3708,92.1358,-9.92,100,93,1.7
474,Lagoa,PT,2022-02-03 02:49:49,39.05,-27.9833,57.45,72,2,3.0
475,Aquiraz,BR,2022-02-03 02:49:50,-3.9014,-38.3911,81.18,86,88,8.05
476,Havelock,US,2022-02-03 02:49:45,34.8791,-76.9013,52.99,86,100,6.91
477,Rajshahi,BD,2022-02-03 02:49:50,24.3667,88.6,68.61,45,1,9.08
478,Olavarria,AR,2022-02-03 02:49:51,-36.8927,-60.3225,66.52,96,100,14.81
479,Cabedelo,BR,2022-02-03 02:49:51,-6.9811,-34.8339,81.27,77,71,10.89
480,Bonfim,BR,2022-02-03 02:49:52,3.0833,-59.95,79.74,62,33,6.49
481,Birao,CF,2022-02-03 02:49:52,10.2849,22.7882,67.89,23,59,3.47
482,Octeville,FR,2022-02-03 02:49:53,49.6261,-1.6435,46.92,93,100,8.05
483,Lagos,NG,2022-02-03 02:49:03,6.5833,3.75,73.72,94,25,1.5
484,Humaita,BR,2022-02-03 02:49:53,-7.5061,-63.0208,73.71,99,100,1.97
485,Ulaangom,MN,2022-02-03 02:49:54,49.9811,92.0667,-17.07,90,97,1.48
486,Naranjal,EC,2022-02-03 02:49:54,-2.6667,-79.6167,80.4,91,100,2.71
487,Mount Pleasant,US,2022-02-03 02:47:42,32.7941,-79.8626,59.25,96,100,4.0
488,Bobo Dioulasso,BF,2022-02-03 02:49:55,11.1771,-4.2979,66.07,14,2,4.03
489,Valparaiso,CL,2022-02-03 02:49:56,-33.0393,-71.6273,60.44,82,0,0.0
490,Micheweni,TZ,2022-02-03 02:49:56,-4.9667,39.8333,79.5,82,98,9.08
491,Teknaf,BD,2022-02-03 02:49:56,20.8624,92.3058,70.07,43,1,3.04
492,Colonelganj,IN,2022-02-03 02:49:57,27.1333,81.7,57.07,64,86,12.1
493,San Andres,CO,2022-02-03 02:49:58,12.5847,-81.7006,80.62,78,20,10.36
494,Schladming,AT,2022-02-03 02:49:58,47.3929,13.687,35.87,99,88,7.63
495,Nantucket,US,2022-02-03 02:49:48,41.2835,-70.0995,41.04,100,100,7.25
496,Ponferrada,ES,2022-02-03 02:49:59,42.5466,-6.5962,52.11,51,98,1.86
497,Khandbari,NP,2022-02-03 02:49:59,27.3747,87.2039,53.76,61,52,1.52
498,Broome,US,2022-02-03 02:50:00,42.2506,-75.833,40.37,75,100,1.99
499,Sinjar,IQ,2022-02-03 02:50:00,36.3209,41.8754,43.23,59,98,6.69
500,Kuala Lumpur,MY,2022-02-03 02:49:16,3.1431,101.6865,88.95,65,20,3.44
501,Lasa,IT,2022-02-03 02:50:01,46.6166,10.7002,38.28,94,50,8.19
502,Roald,NO,2022-02-03 02:51:02,62.5833,6.1333,34.32,74,100,16.11
503,Along,IN,2022-02-03 02:51:02,28.1667,94.7667,57.13,66,95,0.58
504,Port Shepstone,ZA,2022-02-03 02:51:03,-30.7414,30.455,76.05,90,90,4.43
505,Lascahobas,HT,2022-02-03 02:51:03,18.8294,-71.9364,71.24,85,66,1.39
506,Baykit,RU,2022-02-03 02:51:04,61.67,96.37,7.63,97,100,2.44
507,Ekhabi,RU,2022-02-03 02:51:04,53.5102,142.9671,4.46,93,100,26.46
508,Madang,PG,2022-02-03 02:51:05,-5.2246,145.7966,85.14,65,88,5.5
509,Inirida,CO,2022-02-03 02:51:05,3.8653,-67.9239,75.18,82,50,2.64
510,Clarence Town,AU,2022-02-03 02:51:06,-32.5833,151.7833,75.81,79,100,7.45
511,Warri,NG,2022-02-03 02:51:06,5.5167,5.75,75.42,85,5,2.42
512,Volokonovka,RU,2022-02-03 02:51:06,50.4827,37.8563,32.92,99,100,1.77
513,Duliby,UA,2022-02-03 02:51:07,49.2313,23.8153,32.18,93,100,13.78
514,Port-Gentil,GA,2022-02-03 02:51:07,-0.7193,8.7815,80.19,77,100,9.82
515,Avera,US,2022-02-03 02:51:08,33.194,-82.5271,60.31,90,100,6.11
516,Oriximina,BR,2022-02-03 02:51:08,-1.7656,-55.8661,75.13,88,87,2.1
517,Kununurra,AU,2022-02-03 02:50:47,-15.7667,128.7333,87.78,62,75,8.05
518,Gdov,RU,2022-02-03 02:51:09,58.7406,27.8122,0.72,100,100,1.66
519,Eydhafushi,MV,2022-02-03 02:51:09,5.1033,73.0708,81.5,69,24,9.28
520,Medvedevo,RU,2022-02-03 02:51:10,56.6339,47.804,16.32,99,100,1.57
521,Danbury,US,2022-02-03 02:49:16,41.3948,-73.454,39.49,90,40,0.0
522,Lichinga,MZ,2022-02-03 02:51:10,-13.3128,35.2406,66.29,94,20,8.05
523,Leskovik,AL,2022-02-03 02:51:11,40.1514,20.5972,30.76,87,10,6.55
524,Praia Da Vitoria,PT,2022-02-03 02:51:11,38.7333,-27.0667,55.76,94,40,5.19
525,Havre-Saint-Pierre,CA,2022-02-03 02:51:12,50.2334,-63.5986,28.99,86,100,12.66
526,Pierre,US,2022-02-03 02:51:12,44.3683,-100.351,4.86,65,100,1.01
527,Grindavik,IS,2022-02-03 02:47:56,63.8424,-22.4338,27.07,86,20,10.36
528,Gushikawa,JP,2022-02-03 02:51:13,26.3544,127.8686,69.8,97,100,6.91
529,Tarauaca,BR,2022-02-03 02:51:14,-8.1614,-70.7656,72.1,99,99,4.21
530,Finschhafen,PG,2022-02-03 02:51:14,-6.6024,147.8681,84.61,72,100,14.99
531,Sisimiut,GL,2022-02-03 02:51:15,66.9395,-53.6735,3.51,70,100,20.96
532,Belaya Gora,RU,2022-02-03 02:51:15,68.5333,146.4167,-25.74,99,24,0.58
533,Constitucion,CL,2022-02-03 02:51:15,-35.3333,-72.4167,57.4,87,71,4.52
534,Anshun,CN,2022-02-03 02:51:16,26.25,105.9333,32.92,87,100,4.54
535,Graham,US,2022-02-03 02:51:16,47.0529,-122.2943,42.82,92,100,1.01
536,Narsaq,GL,2022-02-03 02:46:47,60.9167,-46.05,5.22,58,100,15.23
537,Kudahuvadhoo,MV,2022-02-03 02:51:17,2.6708,72.8944,81.61,71,3,8.43
538,Kahului,US,2022-02-03 02:51:17,20.8947,-156.47,83.46,71,20,11.5
539,Muroto,JP,2022-02-03 02:51:18,33.2833,134.15,48.24,67,100,6.38
540,Saint-Augustin,CA,2022-02-03 02:51:18,51.226,-58.6502,26.2,91,100,19.73
541,Sokoni,TZ,2022-02-03 02:51:19,-6.4333,39.55,80.2,80,99,10.09
542,Muscatine,US,2022-02-03 02:51:19,41.4667,-91.1335,15.66,51,100,7.0
543,Mombetsu,JP,2022-02-03 02:51:19,44.3525,143.3525,27.86,80,40,1.14
544,Erenhot,CN,2022-02-03 02:48:05,43.6475,111.9767,2.93,80,6,4.63
545,Ratchaburi,TH,2022-02-03 02:51:20,13.5833,99.5333,89.92,54,50,3.53
546,Iskateley,RU,2022-02-03 02:51:21,67.6803,53.1512,9.0,96,100,5.75
547,Daulatpur,PK,2022-02-03 02:52:21,26.5015,67.9706,57.09,28,0,6.15
548,Baherden,TM,2022-02-03 02:52:22,38.4362,57.4316,45.79,37,5,7.07
549,Severnoye,RU,2022-02-03 02:52:22,56.3491,78.3619,7.09,96,100,7.87
550,Hobyo,SO,2022-02-03 02:52:23,5.3505,48.5268,77.61,73,100,17.16
551,Batagay,RU,2022-02-03 02:52:23,67.6333,134.6333,-26.54,96,99,1.21
552,Lengshuitan,CN,2022-02-03 02:52:24,26.4111,111.5956,40.08,73,87,4.79
553,Muli,MV,2022-02-03 02:52:24,2.9167,73.5667,81.88,70,9,8.3
554,Coromandel,BR,2022-02-03 02:52:25,-18.4733,-47.2003,66.56,97,100,5.46
555,Rundu,NA,2022-02-03 02:52:25,-17.9333,19.7667,65.53,67,56,0.43
556,La Romana,DO,2022-02-03 02:52:26,18.4273,-68.9728,78.53,88,40,0.0
557,Saint-Pierre,RE,2022-02-03 02:52:26,-21.3393,55.4781,80.28,74,100,31.07
558,Roma,US,2022-02-03 02:52:27,43.2128,-75.4557,42.66,69,100,3.44
559,Barraute,CA,2022-02-03 02:52:27,48.4335,-77.6328,14.27,90,100,6.89
560,Kormilovka,RU,2022-02-03 02:52:27,55.0026,74.1028,8.35,89,100,8.34
561,Eyl,SO,2022-02-03 02:52:28,7.9803,49.8164,70.74,83,17,14.74
562,Soe,ID,2022-02-03 02:52:28,-9.8607,124.284,79.92,59,41,10.56
563,Dakoro,NE,2022-02-03 02:52:29,14.5106,6.765,57.79,15,6,10.85
564,Antalaha,MG,2022-02-03 02:52:14,-14.9003,50.2788,74.73,81,100,2.91
565,Khani,GE,2022-02-03 02:52:29,41.9563,42.9566,40.57,73,99,10.02
566,Coburg,DE,2022-02-03 02:52:30,50.2667,10.9667,37.44,94,100,3.22
567,Yerbogachen,RU,2022-02-03 02:52:31,61.2767,108.0108,-0.53,96,100,6.31
568,Jidong,CN,2022-02-03 02:52:31,45.2167,131.0833,8.08,72,31,11.18
569,Qasigiannguit,GL,2022-02-03 02:52:31,68.8193,-51.1922,-8.82,66,100,9.93
570,Minatitlan,MX,2022-02-03 02:52:32,17.9833,-94.5167,72.82,84,0,1.63
571,Chokurdakh,RU,2022-02-03 02:47:58,70.6333,147.9167,-22.56,98,71,6.44
572,San Alberto,CO,2022-02-03 02:52:33,7.7611,-73.3922,77.85,59,23,2.91
573,Kaeo,NZ,2022-02-03 02:48:00,-35.1,173.7833,75.33,80,89,11.41
574,Prado,BR,2022-02-03 02:51:12,-17.3411,-39.2208,76.51,87,40,4.76
575,Tias,ES,2022-02-03 02:52:33,28.9611,-13.645,67.68,49,93,5.75
576,Mezen,RU,2022-02-03 02:52:34,65.8522,44.24,5.47,98,94,3.18
577,Kurumkan,RU,2022-02-03 02:52:34,54.3,110.3,-12.19,96,78,1.74
578,Beamsville,CA,2022-02-03 02:48:55,43.1668,-79.4829,37.89,98,100,7.0
